"","Year","Medal","Time","Record","Event","Name","Athlete.Country","Host.City","Host.Country"
"1147",1988,"Bronze",NA,NA,"20 kilometres walk","Maurizio Damilano","Italy","Seoul","South Korea"
"1148",1988,"Bronze",NA,NA,"50 kilometres walk","Hartwig Gauder","East Germany","Seoul","South Korea"
"1149",1988,"Bronze",NA,NA,"High jump","Rudolf Povarnitsyn","Soviet Union","Seoul","South Korea"
"1150",1988,"Bronze",NA,NA,"High jump","Patrik Sjöberg","Sweden","Seoul","South Korea"
"1151",1988,"Bronze",NA,NA,"Pole vault","Grigoriy Yegorov","Soviet Union","Seoul","South Korea"
"1152",1988,"Bronze",NA,NA,"Long jump","Larry Myricks","United States","Seoul","South Korea"
"1153",1988,"Bronze",NA,NA,"Triple jump","Aleksandr Kovalenko","Soviet Union","Seoul","South Korea"
"1154",1988,"Bronze",NA,NA,"Shot put","Werner Günthör","Switzerland","Seoul","South Korea"
"1155",1988,"Bronze",NA,NA,"Discus throw","Rolf Danneberg","West Germany","Seoul","South Korea"
"1156",1988,"Bronze",NA,NA,"Hammer throw","Jüri Tamm","Soviet Union","Seoul","South Korea"
"1157",1988,"Bronze",NA,NA,"Javelin throw","Seppo Räty","Finland","Seoul","South Korea"
"1158",1988,"Bronze",8328,NA,"Decathlon","Dave Steen","Canada","Seoul","South Korea"
"1159",1984,"Bronze",10.22,NA,"100 metres","Ben Johnson","Canada","Los Angeles","USA"
"1160",1984,"Bronze",20.26,NA,"200 metres","Thomas Jefferson","United States","Los Angeles","USA"
"1161",1984,"Bronze",44.71,NA,"400 metres","Antonio McKay","United States","Los Angeles","USA"
"1162",1984,"Bronze",NA,NA,"800 metres","Earl Jones","United States","Los Angeles","USA"
"1163",1984,"Bronze",NA,NA,"1500 metres","José Manuel","Abascal Spain","Los Angeles","USA"
"1164",1984,"Bronze",NA,NA,"5000 metres","António Leitão","Portugal","Los Angeles","USA"
"1165",1984,"Bronze",NA,NA,"10,000 metres","Mike Musyoki","Kenya","Los Angeles","USA"
"1166",1984,"Bronze",13.4,NA,"110 metres hurdles","Arto Bryggare","Finland","Los Angeles","USA"
"1167",1984,"Bronze",48.19,NA,"400 metres hurdles","Harald Schmid","West Germany","Los Angeles","USA"
"1168",1984,"Bronze",NA,NA,"3000 metres steeplechase","Brian Diemer","United States","Los Angeles","USA"
"1169",1984,"Bronze",38.7,NA,"4×100 metres relay","Canada (CAN)Ben","JohnsonTony SharpeDesai WilliamsSterling Hinds","Los Angeles","USA"
"1170",1984,"Bronze",NA,NA,"4×400 metres relay","Nigeria (NGR)Sunday","UtiMoses UgbusienRotimi PetersInnocent Egbunike","Los Angeles","USA"
"1171",1984,"Bronze",NA,NA,"Marathon","Charlie Spedding","Great Britain","Los Angeles","USA"
"1172",1984,"Bronze",NA,NA,"20 kilometres walk","Maurizio Damilano","Italy","Los Angeles","USA"
"1173",1984,"Bronze",NA,NA,"50 kilometres walk","Sandro Bellucci","Italy","Los Angeles","USA"
"1174",1984,"Bronze",NA,NA,"High jump","Jianhua Zhu","China","Los Angeles","USA"
"1175",1984,"Bronze",NA,NA,"Pole vault","Earl Bell","United States","Los Angeles","USA"
"1176",1984,"Bronze",NA,NA,"Pole vault","Thierry Vigneron","France","Los Angeles","USA"
"1177",1984,"Bronze",NA,NA,"Long jump","Giovanni Evangelisti","Italy","Los Angeles","USA"
"1178",1984,"Bronze",NA,NA,"Triple jump","Keith Connor","Great Britain","Los Angeles","USA"
"1179",1984,"Bronze",NA,NA,"Shot put","Dave Laut","United States","Los Angeles","USA"
"1180",1984,"Bronze",NA,NA,"Discus throw","John Powell","United States","Los Angeles","USA"
"1181",1984,"Bronze",NA,NA,"Hammer throw","Klaus Ploghaus","West Germany","Los Angeles","USA"
"1182",1984,"Bronze",NA,NA,"Javelin throw","Kenth Eldebrink","Sweden","Los Angeles","USA"
"1183",1984,"Bronze",8412,NA,"Decathlon","Siegfried Wentz","West Germany","Los Angeles","USA"
"1184",1980,"Bronze",10.39,NA,"100 metres","Petar Petrov","Bulgaria","Moscow","Russia"
"1185",1980,"Bronze",20.29,NA,"200 metres","Don Quarrie","Jamaica","Moscow","Russia"
"1186",1980,"Bronze",44.87,NA,"400 metres","Frank Schaffer","East Germany","Moscow","Russia"
"1187",1980,"Bronze",NA,NA,"800 metres","Nikolay Kirov","Soviet Union","Moscow","Russia"
"1188",1980,"Bronze",NA,NA,"1500 metres","Steve Ovett","Great Britain","Moscow","Russia"
"1189",1980,"Bronze",NA,NA,"5000 metres","Kaarlo Maaninka","Finland","Moscow","Russia"
"1190",1980,"Bronze",NA,NA,"10,000 metres","Mohamed Kedir","Ethiopia","Moscow","Russia"
"1191",1980,"Bronze",13.44,NA,"110 metres hurdles","Aleksandr Puchkov","Soviet Union","Moscow","Russia"
"1192",1980,"Bronze",49.11,NA,"400 metres hurdles","Gary Oakes","Great Britain","Moscow","Russia"
"1193",1980,"Bronze",NA,NA,"3000 metres steeplechase","Eshetu Tura","Ethiopia","Moscow","Russia"
"1194",1980,"Bronze",38.53,NA,"4×100 metres relay","France (FRA)Patrick","BarrePascal BarreHermann PanzoAntoine Richard","Moscow","Russia"
"1195",1980,"Bronze",NA,NA,"4×400 metres relay","Italy (ITA)Roberto","TozziMauro ZulianiStefano MalinverniPietro Mennea","Moscow","Russia"
"1196",1980,"Bronze",NA,NA,"Marathon","Satymkul Dzhumanazarov","Soviet Union","Moscow","Russia"
"1197",1980,"Bronze",NA,NA,"20 kilometres walk","Roland Wieser","East Germany","Moscow","Russia"
"1198",1980,"Bronze",NA,NA,"50 kilometres walk","Evgeni Ivchenko","Soviet Union","Moscow","Russia"
"1199",1980,"Bronze",NA,NA,"High jump","Jörg Freimuth","East Germany","Moscow","Russia"
"1200",1980,"Bronze",NA,NA,"Pole vault","none NA",NA,"Moscow","Russia"
"1201",1980,"Bronze",NA,NA,"Long jump","Valeriy Pidluzhnyy","Soviet Union","Moscow","Russia"
"1202",1980,"Bronze",NA,NA,"Triple jump","João Carlos","de Oliveira Brazil","Moscow","Russia"
"1203",1980,"Bronze",NA,NA,"Shot put","Udo Beyer","East Germany","Moscow","Russia"
"1204",1980,"Bronze",NA,NA,"Discus throw","Luis Delís","Cuba","Moscow","Russia"
"1205",1980,"Bronze",NA,NA,"Hammer throw","Jüri Tamm","Soviet Union","Moscow","Russia"
"1206",1980,"Bronze",NA,NA,"Javelin throw","Wolfgang Hanisch","East Germany","Moscow","Russia"
"1207",1980,"Bronze",8135,NA,"Decathlon","Sergey Zhelanov","Soviet Union","Moscow","Russia"
"1208",1976,"Bronze",10.14,NA,"100 metres","Valeriy Borzov","Soviet Union","Montreal","Canada"
"1209",1976,"Bronze",20.43,NA,"200 metres","Dwayne Evans","United States","Montreal","Canada"
"1210",1976,"Bronze",44.95,NA,"400 metres","Herman Frazier","United States","Montreal","Canada"
"1211",1976,"Bronze",NA,NA,"800 metres","Rick Wohlhuter","United States","Montreal","Canada"
"1212",1976,"Bronze",NA,NA,"1500 metres","Paul-Heinz Wellmann","West Germany","Montreal","Canada"
"1213",1976,"Bronze",NA,NA,"5000 metres","Klaus-Peter Hildenbrand","West Germany","Montreal","Canada"
"1214",1976,"Bronze",NA,NA,"10,000 metres","Brendan Foster","Great Britain","Montreal","Canada"
"1215",1976,"Bronze",13.38,NA,"110 metres hurdles","Willie Davenport","United States","Montreal","Canada"
"1216",1976,"Bronze",49.45,NA,"400 metres hurdles","Yevgeniy Gavrilenko","Soviet Union","Montreal","Canada"
"1217",1976,"Bronze",NA,NA,"3000 metres steeplechase","Frank Baumgartl","East Germany","Montreal","Canada"
"1218",1976,"Bronze",38.78,NA,"4×100 metres relay","Soviet Union","(URS)Aleksandr AksininNikolay KolesnikovJuris SilovsValeriy Borzov","Montreal","Canada"
"1219",1976,"Bronze",NA,NA,"4×400 metres relay","West Germany","(FRG)Franz-Peter HofmeisterLothar KriegHarald SchmidBernd Herrmann","Montreal","Canada"
"1220",1976,"Bronze",NA,NA,"Marathon","Karel Lismont","Belgium","Montreal","Canada"
"1221",1976,"Bronze",NA,NA,"20 kilometres walk","Peter Frenkel","East Germany","Montreal","Canada"
"1222",1976,"Bronze",NA,NA,"High jump","Dwight Stones","United States","Montreal","Canada"
"1223",1976,"Bronze",NA,NA,"Pole vault","David Roberts","United States","Montreal","Canada"
"1224",1976,"Bronze",NA,NA,"Long jump","Frank Wartenberg","East Germany","Montreal","Canada"
"1225",1976,"Bronze",NA,NA,"Triple jump","João Carlos","de Oliveira Brazil","Montreal","Canada"
"1226",1976,"Bronze",NA,NA,"Shot put","Aleksandr Baryshnikov","Soviet Union","Montreal","Canada"
"1227",1976,"Bronze",NA,NA,"Discus throw","John Powell","United States","Montreal","Canada"
"1228",1976,"Bronze",NA,NA,"Hammer throw","Anatoliy Bondarchuk","Soviet Union","Montreal","Canada"
"1229",1976,"Bronze",NA,NA,"Javelin throw","Gheorghe Megelea","Romania","Montreal","Canada"
"1230",1976,"Bronze",8369,NA,"Decathlon","Mykola Avilov","Soviet Union","Montreal","Canada"
"1231",1972,"Bronze",10.33,NA,"100 metres","Lennox Miller","Jamaica","Munich","Germany"
"1232",1972,"Bronze",20.3,NA,"200 metres","Pietro Mennea","Italy","Munich","Germany"
"1233",1972,"Bronze",44.92,NA,"400 metres","Julius Sang","Kenya","Munich","Germany"
"1234",1972,"Bronze",NA,NA,"800 metres","Mike Boit","Kenya","Munich","Germany"
"1235",1972,"Bronze",NA,NA,"1500 metres","Rod Dixon","New Zealand","Munich","Germany"
"1236",1972,"Bronze",NA,NA,"5000 metres","Ian Stewart","Great Britain","Munich","Germany"
"1237",1972,"Bronze",NA,NA,"10,000 metres","Miruts Yifter","Ethiopia","Munich","Germany"
"1238",1972,"Bronze",13.48,NA,"110 metres hurdles","Thomas Hill","United States","Munich","Germany"
"1239",1972,"Bronze",48.52,NA,"400 metres hurdles","David Hemery","Great Britain","Munich","Germany"
"1240",1972,"Bronze",NA,NA,"3000 metres steeplechase","Tapio Kantanen","Finland","Munich","Germany"
"1241",1972,"Bronze",38.79,NA,"4×100 metres relay","West Germany","(FRG)Jobst HirschtKarlheinz KlotzGerhard WuchererKlaus Ehl","Munich","Germany"
"1242",1972,"Bronze",NA,NA,"4×400 metres relay","France (FRA)Gilles","BertouldDaniel VelasquesFrancis KerbiriouJacques Carette","Munich","Germany"
"1243",1972,"Bronze",NA,NA,"Marathon","Mamo Wolde","Ethiopia","Munich","Germany"
"1244",1972,"Bronze",NA,NA,"20 kilometres walk","Hans-Georg Reimann","East Germany","Munich","Germany"
"1245",1972,"Bronze",NA,NA,"50 kilometres walk","Larry Young","United States","Munich","Germany"
"1246",1972,"Bronze",2.21,NA,"High jump","Dwight Stones","United States","Munich","Germany"
"1247",1972,"Bronze",5.35,NA,"Pole vault","Jan Johnson","United States","Munich","Germany"
"1248",1972,"Bronze",8.03,NA,"Long jump","Arnie Robinson","United States","Munich","Germany"
"1249",1972,"Bronze",17.05,NA,"Triple jump","Nelson Prudêncio","Brazil","Munich","Germany"
"1250",1972,"Bronze",21.14,NA,"Shot put","Hartmut Briesenick","East Germany","Munich","Germany"
"1251",1972,"Bronze",63.4,NA,"Discus throw","Ricky Bruch","Sweden","Munich","Germany"
"1252",1972,"Bronze",74.04,NA,"Hammer throw","Vasili Khmelevski","Soviet Union","Munich","Germany"
"1253",1972,"Bronze",84.42,NA,"Javelin throw","Bill Schmidt","United States","Munich","Germany"
"1254",1972,"Bronze",7984,NA,"Decathlon","Ryszard Katus","Poland","Munich","Germany"
"1255",1968,"Bronze",10.07,NA,"100 metres","Charles Greene","United States","Mexico City","Mexico"
"1256",1968,"Bronze",20.1,NA,"200 metres","John Carlos","United States","Mexico City","Mexico"
"1257",1968,"Bronze",44.41,NA,"400 metres","Ron Freeman","United States","Mexico City","Mexico"
"1258",1968,"Bronze",NA,NA,"800 metres","Tom Farrell","United States","Mexico City","Mexico"
"1259",1968,"Bronze",NA,NA,"1500 metres","Bodo Tümmler","West Germany","Mexico City","Mexico"
"1260",1968,"Bronze",NA,NA,"5000 metres","Naftali Temu","Kenya","Mexico City","Mexico"
"1261",1968,"Bronze",NA,NA,"10,000 metres","Mohammed Gammoudi","Tunisia","Mexico City","Mexico"
"1262",1968,"Bronze",13.46,NA,"110 metres hurdles","Eddy Ottoz","Italy","Mexico City","Mexico"
"1263",1968,"Bronze",49.03,NA,"400 metres hurdles","John Sherwood","Great Britain","Mexico City","Mexico"
"1264",1968,"Bronze",NA,NA,"3000 metres steeplechase","George Young","United States","Mexico City","Mexico"
"1265",1968,"Bronze",38.43,NA,"4×100 metres relay","France (FRA)Gérard","FenouilJocelyn DelecourClaude PiquemalRoger Bambuck","Mexico City","Mexico"
"1266",1968,"Bronze",NA,NA,"4×400 metres relay","West Germany","(FRG)Helmar MüllerManfred KinderGerhard HennigeMartin Jellinghaus","Mexico City","Mexico"
"1267",1968,"Bronze",NA,NA,"Marathon","Mike Ryan","New Zealand","Mexico City","Mexico"
"1268",1968,"Bronze",NA,NA,"20 kilometres walk","Nikolay Smaga","Soviet Union","Mexico City","Mexico"
"1269",1968,"Bronze",NA,NA,"50 kilometres walk","Larry Young","United States","Mexico City","Mexico"
"1270",1968,"Bronze",2.2,NA,"High jump","Valentin Gavrilov","Soviet Union","Mexico City","Mexico"
"1271",1968,"Bronze",5.4,NA,"Pole vault","Wolfgang Nordwig","East Germany","Mexico City","Mexico"
"1272",1968,"Bronze",8.16,NA,"Long jump","Ralph Boston","United States","Mexico City","Mexico"
"1273",1968,"Bronze",17.22,NA,"Triple jump","Giuseppe Gentile","Italy","Mexico City","Mexico"
"1274",1968,"Bronze",20.09,NA,"Shot put","Eduard Gushchin","Soviet Union","Mexico City","Mexico"
"1275",1968,"Bronze",62.92,NA,"Discus throw","Ludvík Daněk","Czechoslovakia","Mexico City","Mexico"
"1276",1968,"Bronze",69.78,NA,"Hammer throw","Lázár Lovász","Hungary","Mexico City","Mexico"
"1277",1968,"Bronze",87.06,NA,"Javelin throw","Gergely Kulcsár","Hungary","Mexico City","Mexico"
"1278",1968,"Bronze",8064,NA,"Decathlon","Kurt Bendlin","West Germany","Mexico City","Mexico"
"1279",1964,"Bronze",10.2,NA,"100 metres","Harry Jerome","Canada","Tokyo","Japan"
"1280",1964,"Bronze",20.6,NA,"200 metres","Edwin Roberts","Trinidad and Tobago","Tokyo","Japan"
"1281",1964,"Bronze",45.6,NA,"400 metres","Andrzej Badeński","Poland","Tokyo","Japan"
"1282",1964,"Bronze",NA,NA,"800 metres","Wilson Kiprugut","Kenya","Tokyo","Japan"
"1283",1964,"Bronze",NA,NA,"1500 metres","John Davies","New Zealand","Tokyo","Japan"
"1284",1964,"Bronze",NA,NA,"5000 metres","Bill Dellinger","United States","Tokyo","Japan"
"1285",1964,"Bronze",NA,NA,"10,000 metres","Ron Clarke","Australia","Tokyo","Japan"
"1286",1964,"Bronze",13.78,NA,"110 metres hurdles","Anatoly Mikhailov","Soviet Union","Tokyo","Japan"
"1287",1964,"Bronze",50.1,NA,"400 metres hurdles","Salvatore Morale","Italy","Tokyo","Japan"
"1288",1964,"Bronze",NA,NA,"3000 metres steeplechase","Ivan Belyayev","Soviet Union","Tokyo","Japan"
"1289",1964,"Bronze",39.3,NA,"4×100 metres relay","France (FRA)Paul","GenevayBernard LaidebeurClaude PiquemalJocelyn Delecour","Tokyo","Japan"
"1290",1964,"Bronze",NA,NA,"4×400 metres relay","Trinidad and","Tobago (TRI)Edwin SkinnerKent BernardEdwin RobertsWendell Mottley","Tokyo","Japan"
"1291",1964,"Bronze",NA,NA,"Marathon","Kokichi Tsuburaya","Japan","Tokyo","Japan"
"1292",1964,"Bronze",NA,NA,"20 kilometres walk","Volodymyr Holubnychy","Soviet Union","Tokyo","Japan"
"1293",1964,"Bronze",NA,NA,"50 kilometres walk","Ingvar Pettersson","Sweden","Tokyo","Japan"
"1294",1964,"Bronze",2.16,NA,"High jump","John Rambo","United States","Tokyo","Japan"
"1295",1964,"Bronze",5,NA,"Pole vault","Klaus Lehnertz","United Team of Germany","Tokyo","Japan"
"1296",1964,"Bronze",7.99,NA,"Long jump","Igor Ter-Ovanesyan","Soviet Union","Tokyo","Japan"
"1297",1964,"Bronze",16.57,NA,"Triple jump","Victor Kravchenko","Soviet Union","Tokyo","Japan"
"1298",1964,"Bronze",19.39,NA,"Shot put","Vilmos Varju","Hungary","Tokyo","Japan"
"1299",1964,"Bronze",59.49,NA,"Discus throw","Dave Weill","United States","Tokyo","Japan"
"1300",1964,"Bronze",68.09,NA,"Hammer throw","Uwe Beyer","United Team of Germany","Tokyo","Japan"
"1301",1964,"Bronze",80.57,NA,"Javelin throw","Jānis Lūsis","Soviet Union","Tokyo","Japan"
"1302",1964,"Bronze",7809,NA,"Decathlon","Hans-Joachim Walde","United Team of Germany","Tokyo","Japan"
"1303",1960,"Bronze",10.3,NA,"100 metres","Peter Radford","Great Britain","Rome","Italy"
"1304",1960,"Bronze",20.7,NA,"200 metres","Abdoulaye Seye","France","Rome","Italy"
"1305",1960,"Bronze",45.5,NA,"400 metres","Malcolm Spence","South Africa","Rome","Italy"
"1306",1960,"Bronze",NA,NA,"800 metres","George Kerr","British West Indies","Rome","Italy"
"1307",1960,"Bronze",NA,NA,"1500 metres","István Rózsavölgyi","Hungary","Rome","Italy"
"1308",1960,"Bronze",NA,NA,"5000 metres","Kazimierz Zimny","Poland","Rome","Italy"
"1309",1960,"Bronze",NA,NA,"10,000 metres","David Power","Australia","Rome","Italy"
"1310",1960,"Bronze",14,NA,"110 metres hurdles","Hayes Jones","United States","Rome","Italy"
"1311",1960,"Bronze",49.7,NA,"400 metres hurdles","Dick Howard","United States","Rome","Italy"
"1312",1960,"Bronze",NA,NA,"3000 metres steeplechase","Semyon Rzhishchin","Soviet Union","Rome","Italy"
"1313",1960,"Bronze",40.2,NA,"4×100 metres relay","Great Britain","(GBR)Peter RadfordDavid JonesDavid SegalNick Whitehead","Rome","Italy"
"1314",1960,"Bronze",NA,NA,"4×400 metres relay","British West","Indies (BWI)George KerrJames WedderburnKeith GardnerMalcolm Spence","Rome","Italy"
"1315",1960,"Bronze",NA,NA,"Marathon","Barry Magee","New Zealand","Rome","Italy"
"1316",1960,"Bronze",NA,NA,"20 kilometres walk","Stan Vickers","Great Britain","Rome","Italy"
"1317",1960,"Bronze",NA,NA,"50 kilometres walk","Abdon Pamich","Italy","Rome","Italy"
"1318",1960,"Bronze",2.14,NA,"High jump","John Thomas","United States","Rome","Italy"
"1319",1960,"Bronze",4.55,NA,"Pole vault","Eeles Landström","Finland","Rome","Italy"
"1320",1960,"Bronze",8.04,NA,"Long jump","Igor Ter-Ovanesyan","Soviet Union","Rome","Italy"
"1321",1960,"Bronze",16.43,NA,"Triple jump","Vitold Kreer","Soviet Union","Rome","Italy"
"1322",1960,"Bronze",19.01,NA,"Shot put","Dallas Long","United States","Rome","Italy"
"1323",1960,"Bronze",57.16,NA,"Discus throw","Dick Cochran","United States","Rome","Italy"
"1324",1960,"Bronze",65.64,NA,"Hammer throw","Tadeusz Rut","Poland","Rome","Italy"
"1325",1960,"Bronze",78.57,NA,"Javelin throw","Gergely Kulcsár","Hungary","Rome","Italy"
"1326",1960,"Bronze",7809,NA,"Decathlon","Vasili Kuznetsov","Soviet Union","Rome","Italy"
"1327",1956,"Bronze",10.6,NA,"100 metres","Hector Hogan","Australia","Melbourne","Australia"
"1328",1956,"Bronze",20.9,NA,"200 metres","Thane Baker","United States","Melbourne","Australia"
"1329",1956,"Bronze",47,NA,"400 metres","Voitto Hellstén","Finland","Melbourne","Australia"
"1330",1956,"Bronze",47,NA,"400 metres","Ardalion Ignatyev","Soviet Union","Melbourne","Australia"
"1331",1956,"Bronze",NA,NA,"800 metres","Audun Boysen","Norway","Melbourne","Australia"
"1332",1956,"Bronze",NA,NA,"1500 metres","John Landy","Australia","Melbourne","Australia"
"1333",1956,"Bronze",NA,NA,"5000 metres","Derek Ibbotson","Great Britain","Melbourne","Australia"
"1334",1956,"Bronze",NA,NA,"10,000 metres","Allan Lawrence","Australia","Melbourne","Australia"
"1335",1956,"Bronze",14.1,NA,"110 metres hurdles","Joel Shankle","United States","Melbourne","Australia"
"1336",1956,"Bronze",51.6,NA,"400 metres hurdles","Joshua Culbreath","United States","Melbourne","Australia"
"1337",1956,"Bronze",NA,NA,"3000 metres steeplechase","Ernst Larsen","Norway","Melbourne","Australia"
"1338",1956,"Bronze",40.3,NA,"4 × 100 metres relay","United Team","of Germany (EUA)Heinz FüttererManfred GermarLothar KnörzerLeonhard Pohl","Melbourne","Australia"
"1339",1956,"Bronze",NA,NA,"4 × 400 metres relay","Great Britain","(GBR)Peter HigginsDerek JohnsonJohn SalisburyMichael Wheeler","Melbourne","Australia"
"1340",1956,"Bronze",NA,NA,"Marathon","Veikko Karvonen","Finland","Melbourne","Australia"
"1341",1956,"Bronze",NA,NA,"20 kilometres walk","Bruno Junk","Soviet Union","Melbourne","Australia"
"1342",1956,"Bronze",NA,NA,"50 kilometres walk","John Ljunggren","Sweden","Melbourne","Australia"
"1343",1956,"Bronze",2.08,NA,"High jump","Igor Kashkarov","Soviet Union","Melbourne","Australia"
"1344",1956,"Bronze",4.5,NA,"Pole vault","Georgios Roubanis","Greece","Melbourne","Australia"
"1345",1956,"Bronze",7.48,NA,"Long jump","Jorma Valkama","Finland","Melbourne","Australia"
"1346",1956,"Bronze",16.02,NA,"Triple jump","Vitold Kreer","Soviet Union","Melbourne","Australia"
"1347",1956,"Bronze",17.65,NA,"Shot put","Jiří Skobla","Czechoslovakia","Melbourne","Australia"
"1348",1956,"Bronze",54.4,NA,"Discus throw","Desmond Koch","United States","Melbourne","Australia"
"1349",1956,"Bronze",62.56,NA,"Hammer throw","Anatoli Samotsvetov","Soviet Union","Melbourne","Australia"
"1350",1956,"Bronze",79.5,NA,"Javelin throw","Viktor Tsybulenko","Soviet Union","Melbourne","Australia"
"1351",1956,"Bronze",7465,NA,"Decathlon","Vasili Kuznetsov","Soviet Union","Melbourne","Australia"
"1352",1952,"Bronze",10.4,NA,"100 metres","McDonald Bailey","Great Britain","Helsinki","Finland"
"1353",1952,"Bronze",20.8,NA,"200 metres","James Gathers","United States","Helsinki","Finland"
"1354",1952,"Bronze",46.8,NA,"400 metres","Ollie Matson","United States","Helsinki","Finland"
"1355",1952,"Bronze",NA,NA,"800 metres","Heinz Ulzheimer","Germany","Helsinki","Finland"
"1356",1952,"Bronze",NA,NA,"1500 metres","Werner Lueg","Germany","Helsinki","Finland"
"1357",1952,"Bronze",NA,NA,"5000 metres","Herbert Schade","Germany","Helsinki","Finland"
"1358",1952,"Bronze",NA,NA,"10,000 metres","Aleksandr Anufriyev","Soviet Union","Helsinki","Finland"
"1359",1952,"Bronze",14.1,NA,"110 metres hurdles","Arthur Barnard","United States","Helsinki","Finland"
"1360",1952,"Bronze",52.2,NA,"400 metres hurdles","John Holland","New Zealand","Helsinki","Finland"
"1361",1952,"Bronze",NA,NA,"3000 metres steeplechase","John Disley","Great Britain","Helsinki","Finland"
"1362",1952,"Bronze",40.5,NA,"4 × 100 metres relay","Hungary (HUN)László","ZarándiGéza VarasdiGyörgy CsányiBéla Goldoványi","Helsinki","Finland"
"1363",1952,"Bronze",NA,NA,"4 × 400 metres relay","Germany (GER)Günter","SteinesHans GeisterHeinz UlzheimerKarl-Friedrich Haas","Helsinki","Finland"
"1364",1952,"Bronze",NA,NA,"Marathon","Gustaf Jansson","Sweden","Helsinki","Finland"
"1365",1952,"Bronze",NA,NA,"10 kilometres walk","Bruno Junk","Soviet Union","Helsinki","Finland"
"1366",1952,"Bronze",NA,NA,"50 kilometres walk","Antal Róka","Hungary","Helsinki","Finland"
"1367",1952,"Bronze",NA,NA,"High jump","José da","Conceição Brazil","Helsinki","Finland"
"1368",1952,"Bronze",NA,NA,"Pole vault","Ragnar Lundberg","Sweden","Helsinki","Finland"
"1369",1952,"Bronze",NA,NA,"Long jump","Ödön Földessy","Hungary","Helsinki","Finland"
"1370",1952,"Bronze",15.52,NA,"Triple jump","Asnoldo Devonish","Venezuela","Helsinki","Finland"
"1371",1952,"Bronze",NA,NA,"Shot put","Jim Fuchs","United States","Helsinki","Finland"
"1372",1952,"Bronze",NA,NA,"Discus throw","James Dillion","United States","Helsinki","Finland"
"1373",1952,"Bronze",57.74,NA,"Hammer throw","Imre Németh","Hungary","Helsinki","Finland"
"1374",1952,"Bronze",NA,NA,"Javelin throw","Toivo Hyytiäinen","Finland","Helsinki","Finland"
"1375",1952,"Bronze",NA,NA,"Decathlon","Floyd Simmons","United States","Helsinki","Finland"
"1376",1948,"Bronze",10.6,NA,"100 metres","Lloyd LaBeach","Panama","London","Great Britain"
"1377",1948,"Bronze",21.2,NA,"200 metres","Lloyd LaBeach","Panama","London","Great Britain"
"1378",1948,"Bronze",46.8,NA,"400 metres","Mal Whitfield","United States","London","Great Britain"
"1379",1948,"Bronze",NA,NA,"800 metres","Marcel Hansenne","France","London","Great Britain"
"1380",1948,"Bronze",NA,NA,"1500 metres","Wim Slijkhuis","Netherlands","London","Great Britain"
"1381",1948,"Bronze",NA,NA,"5000 metres","Wim Slijkhuis","Netherlands","London","Great Britain"
"1382",1948,"Bronze",NA,NA,"10,000 metres","Bertil Albertsson","Sweden","London","Great Britain"
"1383",1948,"Bronze",14.1,NA,"110 metres hurdles","Craig Dixon","United States","London","Great Britain"
"1384",1948,"Bronze",52.2,NA,"400 metres hurdles","Rune Larsson","Sweden","London","Great Britain"
"1385",1948,"Bronze",NA,NA,"3000 metres steeplechase","Göte Hagström","Sweden","London","Great Britain"
"1386",1948,"Bronze",41.5,NA,"4 × 100 metres relay","Italy (ITA)Michele","TitoEnrico PerucconiCarlo MontiAntonio Siddi","London","Great Britain"
"1387",1948,"Bronze",NA,NA,"4 × 400 metres relay","Sweden (SWE)Kurt","LundquistLars-Erik WolfbrandtFolke AlnevikRune Larsson","London","Great Britain"
"1388",1948,"Bronze",NA,NA,"Marathon","Etienne Gailly","Belgium","London","Great Britain"
"1389",1948,"Bronze",NA,NA,"10 kilometres walk","Fritz Schwab","Switzerland","London","Great Britain"
"1390",1948,"Bronze",NA,NA,"50 kilometres walk","Tebbs Lloyd","Johnson Great Britain","London","Great Britain"
"1391",1948,"Bronze",1.95,NA,"High jump","George Stanich","United States","London","Great Britain"
"1392",1948,"Bronze",4.2,NA,"Pole vault","Robert Richards","United States","London","Great Britain"
"1393",1948,"Bronze",7.54,NA,"Long jump","Herbert Douglas","United States","London","Great Britain"
"1394",1948,"Bronze",15.02,NA,"Triple jump","Ruhi Sarialp","Turkey","London","Great Britain"
"1395",1948,"Bronze",16.42,NA,"Shot put","Jim Fuchs","United States","London","Great Britain"
"1396",1948,"Bronze",50.77,NA,"Discus throw","Fortune Gordien","United States","London","Great Britain"
"1397",1948,"Bronze",53.73,NA,"Hammer throw","Robert Bennett","United States","London","Great Britain"
"1398",1948,"Bronze",67.03,NA,"Javelin throw","József Várszegi","Hungary","London","Great Britain"
"1399",1948,"Bronze",6950,NA,"Decathlon","Floyd Simmons","United States","London","Great Britain"
"1400",1936,"Bronze",10.5,NA,"100 metres","Tinus Osendarp","Netherlands","Berlin","Germany"
"1401",1936,"Bronze",21.3,NA,"200 metres","Tinus Osendarp","Netherlands","Berlin","Germany"
"1402",1936,"Bronze",46.8,NA,"400 metres","James LuValle","United States","Berlin","Germany"
"1403",1936,"Bronze",NA,NA,"800 metres","Phil Edwards","Canada","Berlin","Germany"
"1404",1936,"Bronze",NA,NA,"1500 metres","Luigi Beccali","Italy","Berlin","Germany"
"1405",1936,"Bronze",NA,NA,"5000 metres","Henry Jonsson","Sweden","Berlin","Germany"
